statement,label_binary
"These 60 acres (the Atlanta Braves want to build a stadium on) have produced zero SPLOST money for parks and recreation, have produced zero money for education.",0
Texas added more jobs in 2010 than any other state.,0
"As a state senator, he (Obama) even refused to support a measure to stop sex businesses from opening near schools or places of worship!",0
America owns 3 percent of the worlds oil but consumes 25 percent of its global reserves.,0
"In the first round of repayments from financial institutions that received TARP money, the government has actually turned a profit.",0
"There are cities and counties in Georgia that dont have websites, and where elected officials dont have email addresses.",0
"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""",0
Says New Hampshire has the third-highest property tax in the country.,0
"Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.",0
Ohios lost more jobs in March than any other state in the nation.,0
Dodd brought both parties together to pass the Family and Medical Leave Act.,0
Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.,0
Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,0
We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,0
Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,0
The town of Cumberland has its highest bond rating in history.,0
"Under Gov. Kasich, Ohio wages have increased by $10.3 billion.",0
Says the reforms in state Issue 2 will save taxpayer dollars,0
Says 77 percent of Portlands students finish elementary school without taking even one art class.,0
"If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey.",0
Only about 6.8 percent of the (stimulus) money has actually been spent.,0
Obama promised to cut the deficit by half by the end of his first term but he hasnt even come close.,0
Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,0
Oil money from federal leases can only be used to clean up the mess and damages from drilling.,0
Says the U.S. Department of Homeland Security must report to about 100 congressional committees and subcommittees.,0
Some politicians want to put new taxes on a lot of groceries.,0
On letting Occupy Atlanta protesters stay in Woodruff Park.,0
Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,0
"President-elect Trumps immigration policies are very similar to policies that are sitting right in the Senate and the House today to temporarily suspend immigration from countries that harbor terrorism, to temporarily suspend immigration from Syria until we get better vetting.",0
There are a larger number of shark attacks in Florida than there are cases of voter fraud.,0
"Obama ""hasn't been to Iraq in years.""",0
"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.""",0
"Wisconsin state and local government workers pay $500, $600 or in some cases, $1,000 per year in union dues.",0
"You see a whole bunch of Korean cars here in the United States, and you dont see any American cars in Korea.",0
Winning enough pledged delegates is not impossible.,0
We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.,0
"Today, the deficit is below the average deficits over the past 40 years.",0
Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,0
"At $587 apiece, USA would need to bring home about 33.1 BILLION gold medals to pay off our national debt.",0
My wife is going to be the first Hispanic first lady in the history of Texas.,0
Says about 25 Texas cities and 39 states have banned texting while driving.,0
Says Scott Brown voted to give oil companies big tax breaks.,0
"47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.",0
"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""",0
I spent only $36.29 on my campaign for governor.,0
Says the state budget includes spending on commercials for Fortune 500 companies.,0
"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer.",0
"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",0
"For the average middle-class family, your taxes today are lower than when I took office.",0
"The last six polls, including this week's Time magazine, show that I beat John McCain by six or seven points.",0
On deporting illegal immigrants.,0
Pat Toomey thinks corporations shouldnt pay any taxes.,0
(Stimulus money) went to critically important projects like studying ants in Africa.,0
Department of Education officials investigating Virginia Tech shootings have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else.,0
"At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls.",0
Says he earned the highest possible credit ratings as state treasurer.,0
"During the last election, Democrats won over a million votes more than Republicans, but because of the way districts are designed, the Republicans got 33 more members of the House of Representatives than the Democrats did.",0
"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.",0
"Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.",0
"In head-to-head polls for the general election, I beat Hillary Clinton by more than anybody, by 11 points.",0
The right to vote in this country has never been intrinsically tied to citizenship.,0
Science is very certain that the measles vaccine doesnt cause autism.,0
"The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.",0
"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",0
"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.",0
Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation to limit federal funding for abortion to victims of forcible rape.,0
"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.",0
Says the United States has the highest corporate tax rate in the world.,0
I have returned money every year since taking office.,0
"Says a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.",0
On a timetable to withdraw from Iraq.,0
"Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions.",0
"Last year, (Bill McCollum) spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame.",0
Says Obama broke his promise to help homeowners facing foreclosure.,0
Our economy still has three people looking for every job (opening).,0
Says Texas routinely gets a lot more federal spending than it pays in taxes.,0
Says Mitt Romney said he does not line up with the NRA.,0
The deficit this year could pay all of the 2013 salaries of every professional baseball player for the next 248 years.,0
Obama Skips Out On Condemning Left-Wing Attacks On Gen. Petraeus Despite Casting Other 'Important Votes' Earlier And Later In The Day.,0
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,0
"Says with Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.",0
Says the United States does not trade as much as other developed nations.,0
"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: Do you know that most all mills in Oregon have retooled over the past 20 years?",0
Georgia ranks 49th for women serving in elected state and federal offices.,0
"Fifteen years ago, the assets of the six largest banks in this country totaled 17 percent of GDP ... The assets of the six largest banks in the United States today total 63 percent of GDP.",0
Says opponent Ted Cruz has not led businesses.,0
"Says Donald Trump himself contributed $100,000 to the Clinton Foundation.",0
"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",0
He has never voted for a federal restriction on gun ownership.,0
"More than once, Ive actually had a conversation with the protesters on substance.",0
"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.",0
"Fifty years ago, the average GM employee could pay for a year of a son or daughters college tuition on just two weeks wages.",0
"Mathematically, the White Sox can still get in the playoffs.",0
President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,0
"In Florida, when Jeb Bush was governor, state authorities conducted a deeply flawed purge of voters before the presidential election in 2000 and in2004 a plan to purge even more voters was headed off.",0
Mayor Giuliani's lawsuit killed the line-item veto.,0
Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.,0
"In 2012, Connie Mack missed 178 votes, one of the worst voting records in Congress.",0
"In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.",0
"Weve added, in the last eight years, $4 trillion of debt to the nations obligations.",0
Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,0
Eliminating earmarks does not reduce spending.,0
2008 was the deadliest year of the war (in Afghanistan) for American forces.,0
Tennessees grocery tax is one of the highest in the nation.,0
A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.,0
I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.,0
I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.,0
American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs.,0
"We've lost over 5,000 Americans over there in Afghanistan, in Iraq, and plus the civilians killed.",0
"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",0
"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.",0
Social Security didnt cause the debt crisis. Social Security had nothing to do with the debt crisis.,0
I've cast a couple of 99-1 votes and been the lone dissenter.,0
Our government right now. . . (is) spending 40 percent more than what we take in.,0
"In state after state, polls make clear that the American public understands the Kelo ruling is a disaster.",0
Says Ronda Storms voted to fund the Taj Mahal courthouse.,0
I have always opposed drivers licenses for illegal aliens.,0
"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?",0
Theres a big chunk of the country that thinks that I have been too soft on Wall Street.,0
Says unions call Obamacare bad for workers.,0
Greece has a GDP the size of the Dallas-Fort Worth Metroplex.,0
Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,0
Says Virginia is the biggest state that does not have a major league sports team.,0
Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.,0
"Just days ago, Irans Supreme Leader (Ali) Khamenei, who will oversee implementation of this agreement, was calling Israel a rabid dog and accusing the United States of war crimes.",0
"(Jeb) Bush, not the State of Florida, decided which private emails to disclose.",0
"The church Barack Obama belongs to has a ""nonnegotiable commitment to Africa.""",0
Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.,0
"Of the approximately 6 million disenfranchised felons in the United States, one-quarter are Floridians.",0
"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.",0
Photo ID is not required for those who vote by mail.,0
"An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.",0
"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.",0
Florida is 49th in per capita spending on mental health care.,0
"McDonalds workers in Denmark have a union. Earn $45,000/year.",0
Because of Barack Obama 32 million new people will have healthcare.,0
"Sixty million Americans depend on Social Security, and one-third of all the seniors in America depend on Social Security for 90 percent of their income.",0
A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 2009,0
"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",0
We cut taxes for 95 percent of working families.,0
Youre more likely to get struck by lightning in Texas thanfind in-person voter fraud.,0
"In 1978, a student who worked a minimum-wage summer job could afford to pay a years full tuition at the 4-year public university of their choice.",0
"Here in California, Donald Trump has given $12,000 to Jerry Brown, Gavin Newsom and Kamala Harris.",0
We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,0
"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program.""",0
We have about six school districts that are in school 140 to 150 days this year.,0
"Eleven years ago, the city of Detroit lifted the residency requirement for police officers and today, 53 percent of officers live outside of the city. If we want the tax base of Milwaukee to resemble the tax base of Detroit, this is the way to go.",0
"There are 3.6 million jobs sitting vacant, in part because there arent enough qualified applicants to fill them.",0
"Says under our current sentencing laws, about 75 percent of all convicted felons in Oregon do not go to prison.",0
"U.S. Senate candidate Michelle Nunn earned as much as $300,000 running a nonprofit that had laid off 90 workers.",0
This kind of snowstorm happens every 10 or 15 years.,0
I don't do earmarks. I've never done one. I'm not going to do one.,0
Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,0
"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.",0
"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",0
"In Wisconsin, unions can essentially give unlimited contributions to political parties, but business cant give any.",0
Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,0
"The EPA was asked about an environmental citation for the city landfill in Nashua, N.H. but didnt know why it was cited.",0
"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.",0
A ham and cheese sandwich on one slice of bread is the responsibility of the USDA ... But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration.,0
Georgia spends fewer tourism advertising dollars than any other state in the South.,0
"Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.",0
Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.,0
Could I just point out that ... I seem to get the first question all the time?,0
Says Minnesota has more Fortune 500 companies than Oregon and one of the most obvious differences is theyve invested in their schools.,0
"Republican candidate for governor Allan Fung donated to Democrats like Congressman David Cicilline, disgraced (House) speaker Gordon Fox and even Mr. Obamacare, Harry Reid.",0
Assaults on Wisconsin law enforcement officers are up 224 percent statewide since 2005,0
Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia.,0
I haven't missed a vote since 1993.,0
Weve seen property taxes go down for the first time in 12 years on a median valued home.,0
We know that every 85 visitors create one Florida job.,0
"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",0
Texas ranks 49th in per-pupil funding among the states.,0
The Republicans have 2 percent of the Muslim vote.,0
I believe in tax cuts. I believe in being a supply-sider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues.,0
"Says Hillary Clinton was completely exonerated, when I was in the White House by an officialinquiryon Whitewater.",0
"One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent.",0
Says New Jersey is 50th in return of our federal tax dollars.,0
Hair stylists are required to undergo more government scrutiny than foreclosure consultants.,0
Thirteen hundred applicants in Rhode Island signed up for insurance through Obamacare.,0
Says a state bill checks the spending habits of the Milwaukee County Board of Supervisors by bringing it in line with other county boards around the state.,0
The majority of teams (are) now spending their dollars on the offensive side of the football.,0
"In 2008 (Mandel) was re-elected to a second term, representing a district with a 2:1 Democrat to Republican voter ratio.",0
"Mike Martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his $24,657.50 legal bill.",0
Between 1982 and 2007 the cost of a college education increased 439 percent.,0
Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,0
"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.",0
"Due to Obamacare, Arkansas has covered almost 14 percent of its uninsured already.",0
We lock up close to 2.4 million people in this country. Were locking up more people than China and Russia.,0
"Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.",0
The CIA paid two psychologists $81 million to develop and run their torture program.,0
"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.",0
"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.",0
"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing everybody a lot of money.",0
Says Mitt Romney has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act.,0
Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,0
David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse.,0
Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,0
More people die from medical misadventures than firearm accidents nationally and in Florida.,0
"John McCain and George W. Bush want to spend ""a trillion dollars in Iraq over the next 10 years.""",0
Theres no money for Planned Parenthood in the bill that would keep the government open.,0
"Hillary Clinton has taken over $800,000 from lobbyists.",0
We supported the first new nuclear power plant in three decades.,0
80 percent of North Carolinians are for the living wage,0
Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,0
Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion.,0
"To pay for government growth, leaders of both parties borrowed $4 billion a day, leaving us with todays $14 trillion debt.",0
"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""",0
The budget I managed at the Department of Education was more than $60 million.,0
"Forty percent of gross domestic product is state, local, or federal money.",0
"Sen. Kay Bailey Hutchison's ""concession speech came with less than 20 percent of the precincts having been counted.",0
"Says using E-Verify is a fair amount of cost, about $20 per person that does not match.",0
"Thirty-eight states -- Georgia not included -- have appointed, rather than elected, state school superintendents.",0
"In exchange for five minutes with Bill Clinton, the government of Qatar was going to give $1 million to the Clinton Foundation.",0
"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""",0
"Says Donald Trump is the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.",0
"Were fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.",0
"The average fast food worker is 29, and most fast food workers are on some form of public assistance.",0
Polls now show a majority of Catholics favor marriage equality.,0
I stopped requesting earmarks in 2008.,0
Says Lake Erie contains more native fish than all the other Great Lakes combined.,0
Says were losing one voter every 13 minutes.,0
Americans havent had a raise in 15 years.,0
"Democratic Party candidates for the state Assembly actually received 200,000 more votes statewide than their Republican counterparts in the 2012 election",0
"Says Tim Pawlenty said in 2006, The era of small government is over... the government has to be more proactive and more aggressive.",0
"Right now, 50 percent of Florida students leaving high school cannot read at grade level.",0
The right-to-work states are creating a lot more jobs today than the heavily unionized states.,0
American oil production is at its highest level since 2003.,0
Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.,0
"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",0
The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,0
Says Health and Human Services Secretary Kathleen Sebelius told insurance companies they couldnt inform their policyholders of what they thought the impact of Obamacare would be on them.,0
"For the first time since the Korean War, total federal spending has gone down for two years in a row.",0
Salaries for Virginias teachers are below the national average.,0
"With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.",0
One in 19 Americans today get SSDI or SSI. Thats one in 19 Americans (who) are disabled.,0
TriMet is spending 4.2 million in fed funds to save $168K per year.,0
"Since I took office, weve created 76,800 jobs.",0
Florida is the largest dog-racing state in the country.,0
Almost 1 million children ... have no health insurance in this state.,0
"The average homeowner spends more than $2,000 each year on energy costs more than on either real estate taxes or homeowners insurance.",0
"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",0
"For our next two years in my state, we will end with a structural surplus of $499 million.",0
The average faculty member at UW-Madison brings in close to a quarter million dollars a year in grant money.,0
Kendrick Meek is the only candidate who has consistently been against expanded drilling.,0
Today 46 percent of all Floridians owe more on their home than it is worth.,0
"Says Hillary Clinton supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.",0
"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",0
Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,0
Obamacare carries on even under a government shutdown.,0
The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.,0
Says a university survey concluded his Massachusetts administration had more women in senior leadership positions than any other state in America.,0
Says Rick Santorum supported (Arlen) Specter over conservative candidates twice.,0
"Right now, Texas doesnt have an income tax and Oklahomas lowering their income tax rates, and guess what their severance tax is? Sky high.",0
"Under Obamacare, members of Congress are required to purchase their health insurance from the new exchanges.",0
"Right now, we only keep 50 percent of Georgia Techs graduates.",0
"When I served as City Commissioner, we made great strides we successfully fought for, and won, adding women and people of color to the Fire Bureau.",0
Did you know Wisconsins AFSCME union has lost 50%+ of its members since no longer requiring membership?,0
"The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe essentially, it would be Wisconsins biggest taxpayer.",0
"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""",0
U.S. Embassy Celebrates Americas Independence on June 4th in Order to Accommodate Muslims.,0
More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,0
"Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",0
"Six of the 10 richest counties in the United States surround Washington, D.C.",0
"While the sequester is in effect, the federal government is still funding a study on duck penises.",0
"During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.",0
Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.,0
The United States is the oldest democracy in the world.,0
"Says Hillary Clinton said all work-related emails were sent back to the State Department. The FBI director said, thats not true.",0
Nearly one in four people in their prime working years are not working.,0
Some businesses in Oregon are having to shrink back their businesses as a result of the law.,0
"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.",0
Obamas job approval rating is up.,0
Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.,0
Says Jeb Bush happens to be where a majority of Republican voters areon giving legal status to illegal immigrants.,0
Three of our cities are among the top five worst cities in the U.S. for asthma.,0
The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately $12 a month.,0
Says Mitt Romney supports a plan to slowly and gradually raise the retirement age of Social Security.,0
"8 years of the Clintons, major losses for Democrats across the nation.",0
"Says 3,000 Americans died of gunfire between the time of the Ebola scare in Dallas and the midterm elections.",0
SaysBernie Sanders voted for what we call the Charleston Loophole.,0
Most Americans live within 50 miles of a nuclear power plant.,0
Measles is one of the most common causes of child blindness worldwide.,0
Were the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.,0
The last three days of early voting happen to be the most populated days of voting that we have in early voting.,0
Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.,0
"Wisconsins state budget is almost twice as large per person as the state budget of Texas, and even after billions in tax cuts, Wisconsins working families and businesses remain subject to a heavy tax burden.",0
The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates.,0
"Weeks after accepting a quarter-million-dollar campaign contribution from a hospital board chairman, Greg Abbott went to court against victims of a drug-taking neurosurgeon.",0
"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",0
"The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.",0
"During the Civil War, more than 300,000 Ohioans served in the Union Army -- more per capita than any other state.",0
Says Indiana Gov. Mike Pence provides zero state funding for homeless shelters.,0
Congress only funded half the wall between Mexico and the United States.,0
She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,0
"Recovery.gov listed congressional districts that ""do not exist.""",0
He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.,0
"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",0
Russia and China are doing naval exercises together someplace.,0
The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.,0
"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.",0
Obama never held a single Senate hearing on Afghanistan.,0
There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,0
"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.",0
"In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.",0
"Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.",0
Says Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasnt popular.,0
In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.,0
"The Senate health care bill ""would leave 24 million people without insurance coverage.""",0
Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,0
The economy is creating jobs at the fastest pace since 1999.,0
Most state employees could pay twice as much toward their health care premiums and it would still be half the national average,0
I earned more votes in the state of Wisconsin than Donald Trump did in New York.,0
"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",0
"Says that in Texas, Republican nominees get 40 percent of the Latino vote on average.",0
The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.,0
"For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.",0
A gay man who survived #orlando hate crime can STILL show up to work in FL tomorrow and have his boss fire him simply because he is gay.,0
We've won twice as many states. We've won a greater share of the popular vote.,0
The debt will soon eclipse our entire economy.,0
There will be no public funding for abortion in this legislation.,0
Says the U.S. Supreme Court found that Social Security is not guaranteed.,0
Says Hillary Clinton wants sanctuary cities.,0
New business startups are at the lowest levels in 30 years.,0
"As Jim Doyles Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin and had laid off 800 workers.",0
Tennessees appeals court judges were selected by a handful of party officials in Nashville before the system of merit selection was put into effect.,0
Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,0
On whether the state should privatize the Ohio Turnpike.,0
A Penn State University study found that electronic cigarettes . . . are far less addictive than cigarettes.,0
McCain lobbied for (a) $10-million pork project honoring conservative justice.,0
You've heard endlessly about waterboarding. It happened to three terrorists.,0
"In Iraq, civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year.",0
Says the 2011-13 state budget eliminates the structural deficit for the first time in decades.,0
U.S. debt is now equal to 100 percent of the GDP.,0
Says Obama flip-flopped on warrantless wiretapping.,0
Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.,0
Obamacare is not a popular law.,0
Manufacturing is having its best employment year in almost 15 years.,0
Rhode Island continues to have the highest rates of substance abuse in the country.,0
About 57 percent of registered Democrats in the new (9th Congressional) district come from my old district.,0
Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,0
"North Korea has a substantial standing army, one of the largest, certainly the largest per capita, in the world.",0
"In 2006, Charlie Crist opposed in-state tuition for illegal immigrants.",0
Says the typical homeowner will pay $4 more per month if library district passes.,0
Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,0
Says David Vitter answered a prostitutes call minutes after he skipped a vote honoring 28 soldiers who gave their lives in defense of our freedom.,0
"My friend, we have increased the size of government by some 40 percent just in the last few years.",0
Two-thirds of the top-rated hospitals in Florida were our hospitals.,0
Says that the federal gas tax has not been raised since 1993.,0
"Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition.",0
Says Hillary Clinton plans to massively increase admissions (of Middle East refugees) including a 500 percent increase in Syrian refugees coming into our country.,0
"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",0
More Hispanics have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket.,0
Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,0
Says U.S. Senate rival Eric Hovde refused to pay his property taxes until he was taken to court.,0
Kelly Ayotte voted to give big oil more than $20 billion in tax breaks.,0
Americas wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of total income taxes.,0
"In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations.",0
Income disparities in the United States are the worst since the 1920s.,0
"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",0
Say Portland Public Schools central administration makes up less than 4 percent of the staff.,0
"Arizona schools rank 45th in the nation, dead last in funding per student.",0
Says a highway was closed in El Paso because of bullets flying across the border.,0
Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he votes about 66 percent with his own party.,0
